Label,vfbLabel,XML ,ThisBox,NoBoxes,BoxSize,xMin,yMin,xMax,yMax
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_22/0000224.xml,1,2,361552,610,92,1081,857
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0006114.xml,1,1,357504,620,227,1151,898
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-14_13-29-20_sideLeft/000588_r.xml,1,1,357315,49,234,629,848
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-06-05_08-39-44_sideRight/0007350.xml,1,1,356475,767,0,1445,524
vehicle fallback,street cart,IDD_Detection/Annotations/rearNear/BLR-2018-05-31_13-01-28_rearNear/0014145.xml,1,1,354844,1389,297,1920,963
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_1_sideRight/0008640.xml,1,1,354314,1343,4,1920,616
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/000051_r.xml,1,1,353408,238,577,941,1078
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000852_r.xml,2,2,352016,1529,1,1920,898
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0006076.xml,1,1,350064,617,249,1144,911
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideLeft_left/0008835.xml,1,1,349724,648,522,1276,1077
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_37/0000555.xml,1,2,347817,1,408,807,838
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideLeft_left/0006765.xml,1,2,345102,443,570,1120,1078
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_15-23-02_sideLeft/000228_r.xml,1,1,344760,645,574,1324,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_right/0007575.xml,3,4,344745,624,592,1328,1080
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-26_13-47-52_frontNear_left/0007260.xml,1,1,342630,1189,259,1917,728
vehicle fallback,tractor-water tanker,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-26_13-47-52_frontNear_left/0009660.xml,2,3,340554,3,267,540,899
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-05-14_13-38-46_frontNear/0003660.xml,1,1,339494,1523,228,1920,1080
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_45/0001320.xml,1,1,338550,3,512,612,1066
vehicle fallback,tractor,IDD_Detection/Annotations/frontNear/BLR-2018-04-16_15-44-27_frontNear/0007380.xml,1,1,336224,1107,437,1714,989
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-06-05_08-50-18_sideRight/000078_r.xml,1,1,334720,875,2,1920,321
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-34-27_sideLeft/000096_r.xml,1,1,334167,982,254,1648,754
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000366_r.xml,2,3,331704,824,673,1636,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-15-50_sideRight_right/0001725.xml,2,2,329770,1431,374,1920,1046
vehicle fallback,tractor,IDD_Detection/Annotations/frontNear/BLR-2018-05-22_13-01-18_frontNear/000172_r.xml,1,1,325959,1311,364,1917,900
vehicle fallback,tractor,IDD_Detection/Annotations/frontNear/BLR-2018-04-16_15-44-27_frontNear/000738_r.xml,1,1,325872,1126,484,1709,1041
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0006000.xml,1,1,325164,660,191,1133,876
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-26-52_sideRight_right/0003250.xml,1,1,322056,610,400,1461,777
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_17-46-55_sideRight/000792_r.xml,1,1,320716,1514,293,1920,1080
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_30/0000555.xml,1,1,320450,239,332,963,773
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-59-01_sideRight/000132_r.xml,2,2,320280,1241,375,1920,845
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0001185.xml,1,3,319515,24,486,560,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0006038.xml,1,1,316512,627,254,1130,881
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-44-27_sideRight/0000120.xml,1,4,315900,10,61,659,546
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_rearNear_right/0008025.xml,1,3,315216,938,682,1729,1079
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-19-06-21-44_part_16/0000374.xml,1,4,314028,1454,369,1921,1039
vehicle fallback,tractor,IDD_Detection/Annotations/frontNear/BLR-2018-05-29_11-19-12_frontNear/0000555.xml,1,1,313250,1561,152,1918,1026
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0003660.xml,2,2,312420,948,698,1767,1078
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_22/0001724.xml,5,5,310959,1625,32,1921,1078
vehicle fallback,tractor-water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-05-17_16-39-05_sideRight/000510_r.xml,1,1,310271,429,327,1251,703
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41/0007872.xml,5,5,307768,1,497,527,1080
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-09_13-04-21_sideRight/0001500.xml,2,3,306540,441,530,1025,1053
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/0005055.xml,1,1,305370,306,586,1007,1020
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-05-29_10-49-32_frontNear/0003120.xml,1,1,305254,1368,397,1921,947
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-06_16-00-01_sideLeft/000793_r.xml,3,3,304560,1,517,540,1080
vehicle fallback,tractor-water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-44-27_sideLeft/0000300.xml,3,4,303780,759,98,1490,512
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-04-16_16-14-27_frontNear/0002760.xml,4,4,302505,1,172,335,1074
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_17-16-55_sideLeft/0008100.xml,1,1,301630,490,301,1184,734
vehicle fallback,tractor-water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-05-14_13-29-20_sideRight/0004440.xml,1,1,297675,222,382,956,786
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_left/0003014.xml,1,1,297155,1214,262,1728,838
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_2_sideRight/0008820.xml,1,1,296564,1619,99,1920,1080
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/000505_r.xml,1,1,296528,276,595,963,1025
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0001005.xml,1,5,296390,0,544,553,1078
vehicle fallback,excavator,IDD_Detection/Annotations/sideLeft/BLR-2018-05-08_10-04-13_sideLeft/000456_r.xml,1,1,295630,286,7,755,635
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-05-29_10-49-32_frontNear/000312_r.xml,1,1,294320,1401,425,1920,990
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/HYD-2018-04-26_13-30-01/0005173.xml,1,2,293910,586,1,1090,582
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-06-05_08-39-44_sideRight/0007305.xml,1,1,293728,719,1,1266,536
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_17-16-55_sideLeft/000810_r.xml,1,1,293349,517,222,1203,648
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-07_12-01-06_sideLeft/000876_r.xml,1,2,292500,6,523,630,990
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_11-08-34_sideLeft/0002895.xml,1,1,291708,1588,1,1920,876
vehicle fallback,excavator,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_17-46-55_sideRight/000678_r.xml,1,1,291332,304,129,1145,474
vehicle fallback,excavator,IDD_Detection/Annotations/sideRight/BLR-2018-05-17_15-23-02_sideRight/0002040.xml,1,1,288707,1263,1,1905,449
vehicle fallback,excavator,IDD_Detection/Annotations/sideLeft/BLR-2018-05-08_10-04-13_sideLeft/0004560.xml,1,1,288057,295,1,767,609
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/000789_r.xml,1,1,286399,1631,6,1919,996
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_17-16-55_sideRight/0007320.xml,1,1,286145,4,1,382,755
vehicle fallback,trailer,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-26_13-35-08_frontNear_left/0004560.xml,1,1,285780,1169,392,1828,824
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-26-52_sideRight_right/0007200.xml,1,1,285760,678,656,1437,1031
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_17-46-55_sideRight/0007920.xml,1,1,285326,1561,282,1918,1078
vehicle fallback,excavator,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_17-46-55_sideRight/0006780.xml,1,1,283582,314,118,1152,455
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_49/0001680.xml,1,1,283250,578,1,1092,550
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0005924.xml,1,1,282987,509,197,931,865
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/0005820.xml,1,1,282689,3,56,343,884
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_22/0000299.xml,2,2,282309,719,159,1135,835
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_17/0001274.xml,1,1,281274,1,320,543,837
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_sideLeft_right/0003165.xml,1,3,279357,4,444,554,950
vehicle fallback,tractor,IDD_Detection/Annotations/frontFar/BLR-2018-04-19_17-26-55_frontFar/000672_r.xml,1,1,278070,891,252,1280,964
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/000627_r.xml,1,1,276276,1438,288,1920,859
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideLeft_left/0007125.xml,1,2,275616,396,553,917,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_17-56-55_sideLeft/0008220.xml,2,2,275528,322,232,1003,635
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_22/0001049.xml,1,5,273760,1625,148,1919,1075
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0005962.xml,1,1,272992,596,203,1044,810
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_17-56-55_sideLeft/000822_r.xml,2,2,270970,338,165,1023,559
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-19-06-21-44_part_16/0000393.xml,1,3,270916,1566,320,1921,1080
vehicle fallback,tractor-water tanker,IDD_Detection/Annotations/frontNear/BLR-2018-05-17_16-48-54_frontNear/000138_r.xml,1,1,269451,312,426,1130,754
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0001275.xml,2,2,269235,1454,364,1918,942
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-34-41_frontNear_left/0007935.xml,1,1,268380,1380,277,1919,773
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000150_r.xml,1,1,267336,754,606,1385,1028
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-01-18_sideLeft/0000375.xml,2,2,267300,26,178,619,627
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0001500.xml,1,1,266900,868,619,1495,1043
vehicle fallback,tractor-water tanker,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_15-24-27_frontFar/0005460.xml,1,1,266684,1,327,418,964
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41/0003954.xml,2,2,266388,1447,435,1920,996
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_46/0000525.xml,2,4,265680,0,290,491,829
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-28-17_sideLeft/000924_r.xml,1,1,264942,1675,1,1920,1077
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-44-27_sideLeft/000030_r.xml,4,5,264546,781,27,1401,452
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-04-19_17-36-55_frontFar/0001320.xml,1,1,264264,969,118,1280,964
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-28-17_sideLeft/000964_r.xml,1,1,263276,1677,1,1920,1079
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_rearNear_left/0005765.xml,2,2,260304,1,380,528,872
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_2_sideLeft/0003540.xml,1,1,258981,1422,390,1920,908
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_2_sideLeft/000354_r.xml,1,1,257346,1428,313,1920,834
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_16-14-27_sideRight/0008220.xml,3,3,257022,1135,271,1920,597
vehicle fallback,tractor-water tanker,IDD_Detection/Annotations/highquality_16k/2018-05-31_13-01-28/2018-05-31_13-10-40-993138_leftImg8bit.xml,1,3,256964,1,440,566,893
vehicle fallback,excavator,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_15-45-06_sideLeft/0002220.xml,1,1,256953,851,227,1733,517
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_16-14-27_sideLeft/000660_r.xml,4,4,255600,461,126,1028,575
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-09_12-50-30_sideRight/0007860.xml,2,2,255068,975,654,1656,1027
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-28-17_sideLeft/000960_r.xml,1,1,254880,1685,1,1920,1080
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/HYD-2018-04-26_13-30-01/0005023.xml,2,4,254868,311,1,712,634
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_16-14-27_sideRight/000822_r.xml,2,2,254847,1116,288,1904,610
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-09_12-43-24_sideRight/0003840.xml,1,1,254600,234,745,993,1079
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_16-14-27_sideLeft/0006600.xml,4,4,251704,439,209,1022,639
vehicle fallback,water tanker,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_15-24-27_frontFar/000546_r.xml,1,1,251667,1,248,351,964
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41_frontNear_left/0002535.xml,1,2,251384,30,513,565,981
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-21-45_sideLeft/0002895.xml,1,1,248965,1132,120,1636,612
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-19-06-21-44_part_18/0000224.xml,1,1,247044,52,215,570,690
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-34-27_sideRight/000072_r.xml,2,2,246323,1298,270,1754,808
vehicle fallback,trailer,IDD_Detection/Annotations/frontNear/BLR-2018-05-29_11-19-12_frontNear/0000600.xml,1,1,246175,1691,0,1919,1074
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/0006270.xml,1,1,245520,1481,285,1920,842
vehicle fallback,street cart,IDD_Detection/Annotations/frontNear/BLR-2018-04-16_15-44-27_frontNear/000846_r.xml,2,2,245310,0,414,369,1076
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideLeft_left/0003885.xml,3,3,244488,1,373,501,860
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0001860.xml,1,2,244027,420,372,910,868
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-05-29_sideLeft_left/0008439.xml,1,1,243509,1,1,301,809
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/000582_r.xml,1,1,242944,4,76,295,907
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_15-23-02_sideLeft/000432_r.xml,1,1,241996,3,479,406,1077
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0005145.xml,1,1,241128,1275,33,1682,623
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_9/0000150.xml,1,1,240516,1459,533,1917,1056
vehicle fallback,tractor,IDD_Detection/Annotations/rearNear/BLR-2018-05-22_11-54-07_rearNear/0004695.xml,1,2,239275,1,272,425,834
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_49/0001635.xml,1,1,238788,1176,2,1577,595
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/15-07-18-upload/2018-05-14_13-44-44-408725_leftImg8bit.xml,1,1,237896,1,393,454,916
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000186_r.xml,1,2,237626,328,362,809,854
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41/0003641.xml,1,3,237586,1,480,563,901
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-19-06-21-44_part_16/0001150.xml,1,3,236544,1410,1,1921,462
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/0005580.xml,1,1,236158,1220,284,1805,686
vehicle fallback,tractor,IDD_Detection/Annotations/rearNear/BLR-2018-05-22_11-54-07_rearNear/000469_r.xml,1,1,236135,0,318,414,886
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/0004875.xml,1,1,236028,1415,107,1856,640
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0001860.xml,2,2,235218,696,548,1292,941
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_30/0000956.xml,2,2,234320,1220,1,1623,580
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-07_12-36-24_sideLeft/000708_r.xml,1,1,233602,971,484,1512,914
vehicle fallback,tractor-water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_16-22-00_sideLeft/000084_r.xml,2,2,232068,1273,241,1770,706
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/000558_r.xml,1,1,231021,1253,210,1831,608
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_49/0001725.xml,1,1,230656,354,0,777,543
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_sideLeft_left/0003165.xml,2,2,230337,1,440,449,952
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-06_16-30-25_sideLeft/000244_r.xml,1,1,229774,2,202,263,1078
vehicle fallback,ReviewLater,IDD_Detection/Annotations/rearNear/BLR-2018-06-05_08-28-17_rearNear/000366_r.xml,1,1,229767,28,200,578,616
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-09_12-50-30_sideRight/0007860.xml,1,2,229710,1383,1,1876,465
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-05-17_16-39-05_sideRight/000462_r.xml,1,1,227943,1329,391,1917,777
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-07_12-36-24_sideLeft/0007080.xml,1,1,226416,1001,472,1534,895
vehicle fallback,street cart,IDD_Detection/Annotations/rearNear/BLR-2018-05-22_11-54-07_rearNear/0001050.xml,1,2,223782,1427,556,1920,1008
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-14_13-38-46_sideRight/000042_r.xml,1,1,223440,1389,487,1920,906
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-54-41/0007901.xml,2,3,222750,234,492,638,1041
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-26_13-35-08_frontNear_left/0009060.xml,5,8,222312,1447,342,1918,812
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-05-22_13-21-45_frontNear/000276_r.xml,1,1,220110,0,95,289,853
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideLeft_right/0006630.xml,7,7,220042,465,546,1002,954
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-05-29_11-55-34_frontNear/0007845.xml,1,1,220038,1411,456,1917,889
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/0005460.xml,1,2,220023,880,410,1662,690
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-03-22_17-39-26_3_frontFar/0012480.xml,1,1,219240,1,209,290,964
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000307_r.xml,1,1,217958,1717,1,1918,1079
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-07_12-01-06_sideLeft/000432_r.xml,1,1,216645,1110,473,1614,901
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_22/0000524.xml,1,3,216603,886,204,1254,790
vehicle fallback,ReviewLater,IDD_Detection/Annotations/rearNear/BLR-2018-05-29_11-19-12_rearNear/000433_r.xml,1,3,216597,283,210,693,736
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideLeft_left/0006630.xml,1,6,216522,500,539,1022,952
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-54-41/0001946.xml,1,1,216412,1,545,413,1068
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_left/0008059.xml,1,1,215655,507,913,1813,1077
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-17_15-23-02_sideRight/0005580.xml,1,1,214775,1297,288,1901,642
vehicle fallback,ReviewLater,IDD_Detection/Annotations/rearNear/BLR-2018-05-17_16-32-30_rearNear/000558_r.xml,1,1,214560,1599,338,1896,1057
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-59-01_sideRight/000568_r.xml,1,1,214032,1297,525,1920,867
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0008095.xml,1,1,212848,1497,421,1920,922
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_14-14-41_frontNear_left/0008310.xml,2,2,210079,60,535,480,1033
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-06-06_16-00-01_frontNear/0003750.xml,2,2,208873,7,346,377,908
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_22/0000374.xml,1,1,208658,843,225,1203,802
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/000060_r.xml,1,1,208260,1140,211,1529,744
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_12-04-54_sideLeft/001059_r.xml,1,1,207129,1,470,339,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000330_r.xml,1,1,206280,1730,1,1920,1080
vehicle fallback,trailer,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_18-06-55_sideRight/0000060.xml,1,1,205134,22,292,558,673
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-09_12-43-24_sideRight/000426_r.xml,1,1,203992,5,267,348,859
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-06-06_16-30-25_sideLeft/000420_r.xml,1,1,203661,709,604,1221,1000
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/0005460.xml,2,2,203454,1384,335,1917,715
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0006900.xml,2,2,203394,831,354,1484,664
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_37/0000285.xml,1,1,203175,17,475,541,861
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_15-45-06_sideLeft/0001740.xml,2,2,202920,539,236,994,680
